date,unit_value_usd,country
2021-10-25,1184908.00,NEPAL
2021-10-23,186000.00,BHUTAN
2021-10-26,1.50,ETHIOPIA
2021-10-27,70818.00,UNITED STATES
2021-10-28,1800000.00,NEPAL
2021-10-29,741060.00,NEPAL
2021-10-08,42414.40,BANGLADESH
2021-10-11,42414.40,BANGLADESH
2021-10-11,42414.40,BANGLADESH
2021-09-24,17544.00,BAHRAIN
2021-09-03,9.32,OMAN
2021-09-24,20000.00,NEPAL
2021-09-24,20000.00,NEPAL
2021-09-24,17544.00,BAHRAIN
2021-09-04,122.00,IRAQ
2021-09-04,122.00,IRAQ
2021-09-07,19660.00,SRI LANKA
2021-09-12,1056424.00,NEPAL
2021-09-09,1042148.00,NEPAL
2021-09-25,1056424.00,NEPAL
2021-09-26,659880.00,NEPAL
2021-09-27,1380000.00,NEPAL
2021-09-27,1380000.00,NEPAL
2021-09-28,12000.00,NEPAL
2021-09-30,3.00,SRI LANKA
2021-06-03,16.53,"TANZANIA, UNITED REPUBLIC OF"
2021-06-08,94080.01,NEPAL
2021-06-08,35138.00,BANGLADESH
2021-06-16,942216.00,NEPAL
2021-06-17,292400.00,NEPAL
2021-06-21,985044.00,NEPAL
2021-06-23,17479.89,SRI LANKA
2021-06-30,133.44,SUDAN
2021-06-07,29858.80,BANGLADESH
2021-06-15,15289.20,NEPAL
2021-06-25,15946.00,NEPAL
2021-11-15,74025.00,UNITED STATES
2021-11-15,75037.50,UNITED STATES
2021-11-16,32625.00,UNITED STATES
2021-11-16,43500.00,UNITED STATES
2021-11-05,1199184.00,NEPAL
2021-11-17,0.20,KUWAIT
2021-11-17,444.00,KENYA
2021-11-20,1184908.00,NEPAL
2021-11-24,1199184.00,NEPAL
2021-11-25,1199184.00,NEPAL
2021-11-23,3671426.00,EGYPT
2021-11-26,82.81,BANGLADESH
2021-11-09,42566.30,BANGLADESH
2021-11-09,21600.00,SRI LANKA
2021-11-13,1184908.00,NEPAL
2021-11-20,1875000.00,NEPAL
2021-11-29,338.00,BHUTAN
2022-01-06,92.79,KUWAIT
2022-01-13,18800.00,NEPAL
2022-01-13,5150.00,MOZAMBIQUE
2022-01-24,18722.00,SAUDI ARABIA
2022-01-24,18722.00,SAUDI ARABIA
2022-01-27,1120666.00,NEPAL
2022-01-28,135.00,UNITED ARAB EMIRATES
2022-01-04,82.81,BANGLADESH
2022-01-18,20454.00,SRI LANKA
2022-01-22,42612.00,BANGLADESH
2022-01-24,6.71,GHANA
2022-01-28,22608.00,SRI LANKA
2022-01-31,800.00,MYANMAR
2022-01-24,38.33,GHANA
2021-03-06,16400.00,NEPAL
2021-03-10,300.00,BANGLADESH
2021-03-12,856560.00,NEPAL
2021-03-12,40000.00,NEPAL
2021-03-16,1260.00,TURKEY
2021-03-16,3168.00,TURKEY
2021-03-16,4545.73,TURKEY
2021-03-24,206.80,SRI LANKA
2021-03-25,13320.00,UNITED STATES
2021-03-25,40.00,MOROCCO
2021-03-25,979.03,UGANDA
2021-03-26,23.22,MOROCCO
2021-03-13,1488.00,NEPAL
2021-03-15,1488.00,NEPAL
2021-03-04,142500.00,NEPAL
2021-03-12,14452.16,SRI LANKA
