date,unit_value_usd,country
2022-03-31,773.94,EGYPT
2022-09-03,0.76,NEPAL
2022-09-02,679.80,UNITED ARAB EMIRATES
2022-09-05,1.02,NEPAL
2022-09-04,703.94,UNITED ARAB EMIRATES
2022-09-08,0.86,NEPAL
2022-09-08,644.22,UNITED ARAB EMIRATES
2022-09-09,0.68,SUDAN
2022-09-12,711.82,"IRAN, ISLAMIC REPUBLIC OF"
2022-09-11,1.03,NEPAL
2022-09-12,995.20,SUDAN
2022-09-12,0.84,NEPAL
2022-09-13,649.94,QATAR
2022-09-14,609.91,UNITED ARAB EMIRATES
2022-09-14,0.76,NEPAL
2022-09-16,0.76,NEPAL
2022-09-17,3.17,KENYA
2022-09-17,3.17,KENYA
2022-09-17,711.82,"IRAN, ISLAMIC REPUBLIC OF"
2022-09-20,693.77,SAUDI ARABIA
2022-09-20,0.71,NEPAL
2022-09-20,0.71,NEPAL
2022-09-20,0.76,NEPAL
2022-09-21,0.83,NEPAL
2022-09-23,0.99,NEPAL
2022-09-23,1.03,NEPAL
2022-09-24,0.75,SRI LANKA
2022-09-24,0.75,SRI LANKA
2022-09-27,0.71,NEPAL
2022-09-28,1.08,UGANDA
2022-09-28,1.08,UGANDA
2022-09-28,1.08,UGANDA
2022-09-29,0.00,INDONESIA
2022-09-30,930.25,UNITED STATES
2022-09-30,930.25,UNITED STATES
2022-09-10,609.91,UNITED ARAB EMIRATES
2022-09-10,711.82,"IRAN, ISLAMIC REPUBLIC OF"
2022-08-02,824.49,UNITED ARAB EMIRATES
2022-08-02,824.49,UNITED ARAB EMIRATES
2022-08-05,806.20,UNITED ARAB EMIRATES
2022-08-05,806.20,OMAN
2022-08-05,806.20,UNITED ARAB EMIRATES
2022-08-05,806.20,OMAN
