date,unit_value_usd,country
2022-01-17,86400.00,BHUTAN
2022-01-18,54.08,MALDIVES
2022-01-18,54.08,MALDIVES
2022-01-18,360000.00,NEPAL
2022-01-20,2483200.00,"IRAN, ISLAMIC REPUBLIC OF"
2022-01-20,2250.00,OMAN
2022-01-21,2483200.00,"IRAN, ISLAMIC REPUBLIC OF"
2022-01-23,64000.00,NEPAL
2022-01-24,33340.50,JORDAN
2022-01-24,20.36,GHANA
2022-01-27,97.98,OMAN
2022-01-28,135.00,UNITED ARAB EMIRATES
2022-01-28,17880.32,NEPAL
2022-01-28,39360.00,"TAIWAN, PROVINCE OF CHINA"
2021-03-01,729.14,TANZANIA
2021-03-02,75.00,"CONGO, THE DEMOCRATIC REPUBLIC OF THE"
2021-03-02,15707.70,ARGENTINA
2021-03-02,15742.80,ARGENTINA
2021-03-02,22.32,SAUDI ARABIA
2021-03-03,78000.00,BRAZIL
2021-03-03,78000.00,BRAZIL
2021-03-05,13785.00,QATAR
2021-03-05,18942.00,NETHERLANDS
2021-03-05,18921.00,NETHERLANDS
2021-03-05,18931.50,NETHERLANDS
2021-03-05,18942.00,NETHERLANDS
2021-03-05,18931.50,NETHERLANDS
2021-03-05,18910.50,NETHERLANDS
2021-03-05,18910.50,NETHERLANDS
2021-03-05,18942.00,NETHERLANDS
2021-03-05,18921.00,NETHERLANDS
2021-03-05,18921.00,NETHERLANDS
2021-03-05,18931.50,NETHERLANDS
2021-03-05,18931.50,NETHERLANDS
2021-03-05,18973.50,NETHERLANDS
2021-03-05,18942.00,NETHERLANDS
2021-03-05,47.16,GHANA
2021-03-06,62773.00,BRAZIL
2021-03-08,17576.40,NETHERLANDS
2021-03-08,17576.40,NETHERLANDS
2021-03-08,17576.40,NETHERLANDS
2021-03-09,17518.20,NETHERLANDS
2021-03-09,18905.30,NETHERLANDS
2021-03-09,17566.70,NETHERLANDS
2021-03-09,17576.40,NETHERLANDS
2021-03-09,17634.60,NETHERLANDS
2021-03-09,17547.30,NETHERLANDS
2021-03-09,17605.50,NETHERLANDS
2021-03-09,17566.70,NETHERLANDS
2021-03-12,59846.00,KENYA
2021-03-15,975.00,SUDAN
2021-03-16,6000.00,BHUTAN
2021-03-16,17204.50,NETHERLANDS
2021-03-16,17185.50,NETHERLANDS
2021-03-16,17195.00,NETHERLANDS
2021-03-16,17176.00,NETHERLANDS
2021-03-16,17185.50,NETHERLANDS
2021-03-16,17214.00,NETHERLANDS
2021-03-16,17214.00,NETHERLANDS
2021-03-16,17147.50,NETHERLANDS
2021-03-16,17157.00,NETHERLANDS
2021-03-17,17242.50,NETHERLANDS
2021-03-17,17185.50,NETHERLANDS
2021-03-17,17185.50,NETHERLANDS
2021-03-17,17195.00,NETHERLANDS
2021-03-17,17204.50,NETHERLANDS
2021-03-17,17214.00,NETHERLANDS
2021-03-17,17166.50,NETHERLANDS
2021-03-17,17195.00,NETHERLANDS
2021-03-17,17195.00,NETHERLANDS
2021-03-17,17214.00,NETHERLANDS
2021-03-17,17898.00,TUNISIA
2021-03-17,6000.00,BHUTAN
2021-03-18,29015.10,UNITED STATES
2021-03-18,29030.55,UNITED STATES
2021-03-18,29123.25,UNITED STATES
2021-03-18,28937.85,UNITED STATES
2021-03-18,29076.90,UNITED STATES
2021-03-18,28984.20,UNITED STATES
2021-03-18,29015.10,UNITED STATES
2021-03-18,28999.65,UNITED STATES
2021-03-18,17557.00,UNITED STATES
2021-03-19,15.00,MOROCCO
2021-03-22,19063.00,UNITED STATES
2021-03-22,19037.00,UNITED STATES
2021-03-22,19024.00,UNITED STATES
2021-03-22,19063.00,UNITED STATES
2021-03-23,6725.00,GERMANY
2021-03-23,112.50,MAURITIUS
2021-03-23,112.50,MAURITIUS
2021-03-24,29138.70,UNITED STATES
2021-03-24,29169.60,UNITED STATES
2021-03-24,29046.00,UNITED STATES
2021-03-24,29076.90,UNITED STATES
2021-03-24,206.80,SRI LANKA
2021-03-24,29169.60,UNITED STATES
2021-03-24,28984.20,UNITED STATES
