date,unit_value_usd,country
2022-06-15,6.51,NEPAL
2022-03-03,400.00,SOUTH AFRICA
2022-03-01,0.48,SRI LANKA
2022-03-01,0.48,SRI LANKA
2022-03-03,22.42,GHANA
2022-03-03,6.28,GHANA
2022-03-01,0.40,NEPAL
2022-03-01,0.40,NEPAL
2022-03-04,0.40,NEPAL
2022-03-02,0.40,NEPAL
2022-03-05,0.51,NEPAL
2022-03-06,0.40,NEPAL
2022-03-06,0.40,NEPAL
2022-03-06,3.40,NEPAL
2022-03-09,18.68,QATAR
2022-03-09,2.94,MALAYSIA
2022-03-09,2.93,MALAYSIA
2022-03-11,26.68,MALAYSIA
2022-03-12,0.40,NEPAL
2022-03-10,0.41,SRI LANKA
2022-03-11,0.48,SRI LANKA
2022-03-11,0.48,SRI LANKA
2022-03-11,0.49,SRI LANKA
2022-03-10,0.40,NEPAL
2022-03-10,0.40,NEPAL
2022-03-11,2.89,UNITED ARAB EMIRATES
2022-03-14,0.40,NEPAL
2022-03-15,470.68,SRI LANKA
2022-03-15,0.41,SRI LANKA
2022-03-15,0.43,SRI LANKA
2022-03-16,0.40,NEPAL
2022-03-17,8.58,THAILAND
2022-03-17,9.61,THAILAND
2022-03-21,13.96,SINGAPORE
2022-03-20,0.40,NEPAL
2022-03-21,0.40,NEPAL
2022-03-21,0.66,NEPAL
2022-03-22,0.61,NEPAL
2022-03-11,5.00,GHANA
2022-03-16,0.00,MYANMAR
2022-03-16,0.00,MYANMAR
2022-03-08,0.40,NEPAL
2022-03-22,0.40,NEPAL
2022-03-23,18.62,QATAR
2022-03-23,12.50,GHANA
2022-03-24,12.63,MYANMAR
2022-03-24,4.43,"CONGO, THE DEMOCRATIC REPUBLIC OF THE"
2022-03-24,7.98,"CONGO, THE DEMOCRATIC REPUBLIC OF THE"
2022-03-24,3.14,MALAYSIA
2022-03-24,469.34,SRI LANKA
2022-03-24,0.60,NEPAL
2022-03-24,0.60,NEPAL
2022-03-25,460.11,SRI LANKA
2022-03-27,0.40,NEPAL
2022-03-28,13.30,SOMALIA
2022-03-29,0.40,NEPAL
2022-03-29,4.41,KENYA
2022-03-29,5.21,KENYA
2022-03-30,0.40,NEPAL
2022-03-30,3.32,JORDAN
2022-03-31,3.32,OMAN
2022-03-25,7.15,NETHERLANDS
2022-03-25,0.40,NEPAL
2022-03-28,9.57,THAILAND
2022-03-28,26.60,EGYPT
2022-03-31,3.19,OMAN
2022-03-31,6.15,OMAN
2022-09-02,362.08,NEPAL
2022-09-02,362.36,NEPAL
2022-09-02,0.38,NEPAL
2022-09-01,0.41,SRI LANKA
2022-09-01,0.44,SRI LANKA
2022-09-01,0.38,NEPAL
2022-09-04,362.36,NEPAL
2022-09-04,362.22,NEPAL
